"","name","number"
"1","careful_bobolink",0.406830187188461
"2","uncalorific_bonobo",0.912875924259424
"3","marginal_eagle",0.293603372760117
"4","unterrestrial_slothbear",0.459065726259723
"5","illfated_anchovy",0.332394674187526
"6","wet_shrimp",0.65087046707049
"7","classless_drafthorse",0.258016780717298
"8","upstanding_tattler",0.478545248275623
"9","cranky_earwig",0.766310670645908
"10","uninspirable_indianglassfish",0.0842469143681228
"11","changeable_bream",0.875321330036968
"12","zealous_emperorshrimp",0.339072937844321
"13","brilliant_nandine",0.839440350187942
"14","waiting_agouti",0.34668348915875
"15","tricolour_xrayfish",0.333774930797517
"16","preagricultural_dromaeosaur",0.476351245073602
"17","rhombohedral_canary",0.892198335845023
"18","necessary_barnowl",0.864339470630512
"19","ethnological_oyster",0.389989543473348
"20","snobbish_capeghostfrog",0.777320698834956
