"","name","number"
"1","careful_bobolink",0.488196224626154
"2","uncalorific_bonobo",1.09545110911131
"3","marginal_eagle",0.35232404731214
"4","unterrestrial_slothbear",0.550878871511668
"5","illfated_anchovy",0.398873609025031
"6","wet_shrimp",0.781044560484588
"7","classless_drafthorse",0.309620136860758
"8","upstanding_tattler",0.574254297930747
"9","cranky_earwig",0.919572804775089
"10","uninspirable_indianglassfish",0.101096297241747
"11","changeable_bream",1.05038559604436
"12","zealous_emperorshrimp",0.406887525413185
"13","brilliant_nandine",1.00732842022553
"14","waiting_agouti",0.416020186990499
"15","tricolour_xrayfish",0.400529916957021
"16","preagricultural_dromaeosaur",0.571621494088322
"17","rhombohedral_canary",1.07063800301403
"18","necessary_barnowl",1.03720736475661
"19","ethnological_oyster",0.467987452168018
"20","snobbish_capeghostfrog",0.932784838601947
